epoch,avg_return,entropic,sharpe,markowitz
1,2.734959840774536,6.706580638885498,0.341708779335022,95.8194808959961
2,3.260603666305542,7.6769208908081055,0.37119099497795105,115.44954681396484
3,2.7484114170074463,5.235727310180664,0.3437873125076294,95.57804870605469
4,3.986154556274414,5.4858717918396,0.47338977456092834,105.09687805175781
5,2.8939919471740723,6.522298336029053,0.357950896024704,97.66813659667969
6,2.376770496368408,14.859342575073242,0.29999056458473206,94.1940689086914
7,2.7140419483184814,12.296143531799316,0.32193392515182495,106.62775421142578
8,2.6498916149139404,9.75701904296875,0.3036942780017853,114.48052978515625
9,3.2418429851531982,9.854198455810547,0.3972457945346832,99.21760559082031
10,3.0501832962036133,9.474245071411133,0.3503737151622772,113.54363250732422
11,2.036106586456299,7.611544132232666,0.2601777911186218,92.18479919433594
12,2.762413501739502,11.32934284210205,0.3439077138900757,96.49895477294922
13,3.0548691749572754,8.463301658630371,0.32566362619400024,132.3185577392578
14,3.295001745223999,6.394176483154297,0.4222254753112793,90.3984146118164
15,2.724921226501465,5.797651767730713,0.3413330614566803,95.32288360595703
16,2.0464742183685303,6.402818202972412,0.26456648111343384,90.00474548339844
17,2.687662363052368,8.17678451538086,0.3550730049610138,85.45796203613281
18,2.711825370788574,12.974002838134766,0.3534145951271057,87.8700180053711
19,2.2296693325042725,7.390131950378418,0.2929386496543884,86.8983383178711
